,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Foreign_worker,Savings_account_balance,Balance_in_existing_bank_account_(lower_limit_of_bucket),Balance_in_existing_bank_account_(upper_limit_of_bucket),Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
417,23,female,divorced/separated/married,1,rent,2,skilled employee / official,1 year,1,Low,0,0,18,education,8471000,1,car or other,0,0,2,delay in paying off loans in the past,0
418,31,female,divorced/separated/married,1,own,2,management / self-employed / highly qualified employee / officer,4 years,1,High,0,0,21,new vehicle,2782000,1,car or other,0,0,1,existing loans paid back duly till now,0
419,33,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,2 lac,18,new vehicle,1042000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
420,20,female,divorced/separated/married,1,rent,3,skilled employee / official,4 years,1,Very high,0,0,15,new vehicle,3186000,2,car or other,0,0,1,existing loans paid back duly till now,0
421,30,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,2 lac,12,used vehicle,2028000,4,car or other,0,0,1,existing loans paid back duly till now,0
422,47,male,single,2,own,3,unskilled - resident,4 years,1,Low,0,2 lac,12,new vehicle,958000,2,real estate,0,0,2,critical/pending loans at other banks,0
423,34,male,single,1,own,3,management / self-employed / highly qualified employee / officer,4 years,1,Medium,0,0,21,FF&E,1591000,4,real estate,0,0,2,delay in paying off loans in the past,0
424,25,female,divorced/separated/married,1,own,2,skilled employee / official,7 years,1,Low,0,2 lac,12,FF&E,2762000,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
425,21,male,married/widowed,1,rent,3,skilled employee / official,1 year,1,Low,0,2 lac,18,used vehicle,2779000,1,car or other,0,0,1,existing loans paid back duly till now,0
426,29,male,single,1,own,2,skilled employee / official,7 years,1,Low,0,0,28,electronic equipment,2743000,4,car or other,0,0,2,critical/pending loans at other banks,0
427,46,male,single,1,own,3,skilled employee / official,1 year,1,Very high,0,0,18,electronic equipment,1149000,4,real estate,0,0,2,critical/pending loans at other banks,0
428,20,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,9,FF&E,1313000,1,car or other,0,0,1,existing loans paid back duly till now,0
429,55,female,divorced/separated/married,2,for free,4,unemployed / unskilled - non-resident,0 year,1,Low,0,0,18,repair costs,1190000,2,car or other,0,0,3,critical/pending loans at other banks,1
430,74,male,single,1,own,4,unskilled - resident,4 years,1,Low,0,0,5,business,3448000,1,real estate,0,0,1,existing loans paid back duly till now,0
431,29,male,single,1,own,3,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,2 lac,24,electronic equipment,11328000,2,car or other,1,0,2,existing loans paid back duly till now,1
432,36,male,single,1,for free,4,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,6,FF&E,1872000,4,car or other,0,0,3,critical/pending loans at other banks,0
433,33,male,divorced/separated,1,own,2,skilled employee / official,1 year,1,Low,0,0,24,repair costs,2058000,4,real estate,0,0,2,critical/pending loans at other banks,0
434,25,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,0,9,FF&E,2136000,3,real estate,0,0,1,existing loans paid back duly till now,0
435,25,male,married/widowed,1,own,1,skilled employee / official,1 year,1,Low,0,2 lac,12,electronic equipment,1484000,2,real estate,0,0,1,existing loans paid back duly till now,1
436,23,male,married/widowed,1,rent,4,unskilled - resident,4 years,1,High,0,0,6,repair costs,660000,2,real estate,0,0,1,existing loans paid back duly till now,0
437,37,female,divorced/separated/married,1,own,4,skilled employee / official,7 years,1,Very high,0,0,24,new vehicle,1287000,4,real estate,0,0,2,critical/pending loans at other banks,0
438,65,male,single,1,own,4,unemployed / unskilled - non-resident,0 year,1,Low,0,0,42,repair costs,3394000,4,car or other,1,0,2,critical/pending loans at other banks,0
439,26,female,divorced/separated/married,1,own,1,unemployed / unskilled - non-resident,0 year,1,Low,2 lac,0,12,business,609000,4,real estate,0,0,1,all loans at this bank paid back duly,1
440,39,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,12,new vehicle,1884000,4,car or other,0,0,1,existing loans paid back duly till now,0
441,30,female,divorced/separated/married,1,own,3,skilled employee / official,1 year,1,Low,0,0,12,FF&E,1620000,2,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,0
442,29,male,single,1,own,3,skilled employee / official,1 year,1,Low,0,2 lac,20,electronic equipment,2629000,2,car or other,0,0,2,delay in paying off loans in the past,0
443,41,male,single,2,own,4,unskilled - resident,7 years,1,Low,0,0,12,education,719000,4,car or other,0,0,1,existing loans paid back duly till now,1
444,30,female,divorced/separated/married,1,own,3,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,2 lac,48,FF&E,5096000,2,car or other,0,0,1,critical/pending loans at other banks,1
445,41,female,divorced/separated/married,1,rent,4,unskilled - resident,7 years,1,Low,0,0,9,education,1244000,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
446,34,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1,Low,0,0,36,new vehicle,1842000,4,car or other,0,0,1,existing loans paid back duly till now,1
447,35,male,single,1,own,2,skilled employee / official,1 year,1,Low,0,2 lac,7,electronic equipment,2576000,2,real estate,0,1,1,existing loans paid back duly till now,0
448,55,female,divorced/separated/married,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,2 lac,0,12,FF&E,1424000,3,real estate,0,0,1,existing loans paid back duly till now,0
449,61,male,married/widowed,1,own,3,skilled employee / official,1 year,1,Very high,0,2 lac,15,repair costs,1512000,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,1
450,30,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,1,Low,0,0,36,used vehicle,11054000,4,car or other,0,0,1,critical/pending loans at other banks,0
451,29,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,1,Low,0,0,6,electronic equipment,518000,3,real estate,0,0,1,existing loans paid back duly till now,0
452,34,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,0,12,FF&E,2759000,2,building society savings agreement/life insurance,0,0,2,no loans taken/all loans paid back duly,0
453,35,male,single,1,own,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,0,24,used vehicle,2670000,4,car or other,0,0,1,existing loans paid back duly till now,0
454,31,male,single,1,own,3,skilled employee / official,4 years,1,Low,0,0,24,new vehicle,4817000,2,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,1
455,29,female,divorced/separated/married,1,own,1,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,24,used vehicle,2679000,4,car or other,0,0,1,existing loans paid back duly till now,0
456,36,male,single,2,rent,2,skilled employee / official,1 year,1,Low,0,0,11,new vehicle,3905000,2,real estate,0,0,2,critical/pending loans at other banks,0
457,35,male,single,1,for free,4,skilled employee / official,7 years,1,Low,0,0,12,used vehicle,3386000,3,car or other,0,0,1,existing loans paid back duly till now,1
458,27,female,divorced/separated/married,1,own,1,skilled employee / official,0 year,1,Low,0,0,6,domestic appliances,343000,4,real estate,0,0,1,existing loans paid back duly till now,0
459,32,male,single,1,own,2,skilled employee / official,0 year,1,Low,0,0,18,electronic equipment,4594000,3,car or other,0,0,1,existing loans paid back duly till now,0
460,37,male,single,2,own,2,skilled employee / official,1 year,1,Low,0,0,36,FF&E,3620000,1,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0
461,36,male,single,1,own,3,skilled employee / official,0 year,1,Low,0,0,15,new vehicle,1721000,2,real estate,0,0,1,existing loans paid back duly till now,0
462,34,female,divorced/separated/married,1,rent,1,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,2 lac,12,FF&E,3017000,3,real estate,0,0,1,existing loans paid back duly till now,0
463,38,male,single,1,own,4,skilled employee / official,7 years,1,Low,0,2 lac,12,career development,754000,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0
464,34,male,single,1,own,1,skilled employee / official,4 years,1,Low,0,0,18,business,1950000,4,car or other,0,0,2,existing loans paid back duly till now,0
465,63,male,single,2,own,4,skilled employee / official,1 year,1,Low,0,0,24,used vehicle,2924000,3,car or other,0,1,1,existing loans paid back duly till now,0
466,29,female,divorced/separated/married,1,rent,2,unskilled - resident,0 year,1,Low,0,0,24,electronic equipment,1659000,4,car or other,0,0,1,delay in paying off loans in the past,1
467,32,male,single,2,own,3,skilled employee / official,7 years,1,Low,0,0,48,electronic equipment,7238000,3,car or other,0,0,2,delay in paying off loans in the past,0
468,26,female,divorced/separated/married,1,own,2,skilled employee / official,1 year,1,Low,0,0,33,business,2764000,2,car or other,0,0,2,delay in paying off loans in the past,0
469,35,male,single,1,own,3,unskilled - resident,4 years,1,Low,0,0,24,used vehicle,4679000,3,car or other,0,0,2,delay in paying off loans in the past,0
470,22,male,married/widowed,1,rent,2,skilled employee / official,0 year,1,Medium,0,2 lac,24,electronic equipment,3092000,3,car or other,0,0,1,existing loans paid back duly till now,1
471,23,female,divorced/separated/married,1,own,4,skilled employee / official,0 year,1,Low,0,0,6,education,448000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1
472,28,male,single,1,own,3,unskilled - resident,1 year,1,Low,0,0,9,new vehicle,654000,4,car or other,0,0,1,existing loans paid back duly till now,1
473,36,male,single,2,own,4,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,0,6,career development,1238000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
474,33,male,married/widowed,1,own,2,skilled employee / official,1 year,1,Low,0,2 lac,18,electronic equipment,1245000,4,car or other,0,0,1,critical/pending loans at other banks,1
475,26,female,divorced/separated/married,1,rent,4,skilled employee / official,0 year,1,Low,0,0,18,FF&E,3114000,1,building society savings agreement/life insurance,0,0,1,no loans taken/all loans paid back duly,1
476,24,male,single,1,own,4,skilled employee / official,1 year,1,High,0,0,39,used vehicle,2569000,4,car or other,0,0,1,existing loans paid back duly till now,0
477,25,male,single,1,own,2,skilled employee / official,4 years,1,Low,2 lac,0,24,electronic equipment,5152000,4,car or other,0,0,1,existing loans paid back duly till now,0
478,39,male,single,1,own,4,unskilled - resident,4 years,1,Medium,0,2 lac,12,business,1037000,3,real estate,0,0,1,existing loans paid back duly till now,0
479,44,male,single,2,own,4,skilled employee / official,7 years,1,Low,0,0,15,FF&E,1478000,4,car or other,0,0,2,critical/pending loans at other banks,0
480,23,female,divorced/separated/married,1,own,1,unskilled - resident,1 year,1,Low,0,2 lac,12,electronic equipment,3573000,1,real estate,0,0,1,critical/pending loans at other banks,0
481,26,male,single,1,own,1,skilled employee / official,0 year,1,Low,0,2 lac,24,new vehicle,1201000,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0
482,57,female,divorced/separated/married,1,rent,4,skilled employee / official,7 years,1,Very high,0,0,30,FF&E,3622000,4,building society savings agreement/life insurance,0,0,2,existing loans paid back duly till now,0
483,30,female,divorced/separated/married,1,own,2,skilled employee / official,4 years,1,Very high,0,0,15,FF&E,960000,3,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0
484,44,male,single,1,own,4,skilled employee / official,1 year,1,High,0,0,12,new vehicle,1163000,4,real estate,0,0,1,critical/pending loans at other banks,0
485,47,male,single,1,own,4,management / self-employed / highly qualified employee / officer,0 year,1,Low,0,2 lac,6,new vehicle,1209000,4,building society savings agreement/life insurance,0,0,1,delay in paying off loans in the past,1
486,52,male,single,1,own,4,skilled employee / official,1 year,1,Low,0,0,12,electronic equipment,3077000,2,car or other,0,0,1,existing loans paid back duly till now,0
487,62,female,divorced/separated/married,1,for free,4,skilled employee / official,7 years,1,Low,0,0,24,new vehicle,3757000,4,car or other,1,0,1,existing loans paid back duly till now,0
488,35,male,single,1,rent,2,unskilled - resident,1 year,0,Medium,0,0,10,new vehicle,1418000,3,real estate,0,0,1,existing loans paid back duly till now,0
489,26,male,single,1,rent,3,skilled employee / official,1 year,1,Low,0,0,6,new vehicle,3518000,2,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0
490,26,male,single,1,own,2,skilled employee / official,7 years,1,Low,0,0,12,electronic equipment,1934000,2,car or other,0,0,2,critical/pending loans at other banks,0
491,42,female,divorced/separated/married,1,for free,4,management / self-employed / highly qualified employee / officer,7 years,1,Low,0,2 lac,27,business,8318000,2,car or other,0,0,2,no loans taken/all loans paid back duly,1
492,27,female,divorced/separated/married,1,own,1,skilled employee / official,1 year,1,Medium,0,0,6,electronic equipment,1237000,1,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0
